userId,movieId,rating,timestamp
3,440,3.0,944918500
3,442,3.0,945176005
3,457,5.0,944918215
3,480,5.0,945175820
3,490,5.0,944919041
3,512,2.0,945176005
3,541,5.0,944918047
3,589,4.0,944897108
3,593,5.0,944918215
3,610,4.0,944919671
3,718,3.0,944917267
3,780,3.0,945175820
3,788,4.0,945175750
3,858,5.0,944917267
3,904,5.0,944917450
3,905,3.0,944917494
3,919,4.0,944917558
3,924,5.0,944917812
3,953,5.0,944917912
3,968,3.0,945175658
3,1037,3.0,945175963
3,1060,5.0,944918310
3,1073,5.0,944918444
3,1077,4.0,944918167
3,1079,4.0,944917797
3,1084,5.0,944918103
3,1089,5.0,944917558
3,1094,4.0,944918878
3,1097,5.0,944918980
3,1103,4.0,944917945
3,1125,4.0,944918800
3,1127,3.0,945175784
3,1129,5.0,945175784
3,1179,3.0,944918103
3,1188,2.0,944897108
3,1193,4.0,944917420
3,1196,5.0,944917859
3,1197,5.0,944918215
3,1198,5.0,944917797
3,1199,4.0,944919671
3,1200,4.0,944918444
3,1206,5.0,944918047
3,1208,5.0,944917666
3,1210,5.0,944918856
3,1213,5.0,944917691
3,1214,5.0,944918856
3,1215,4.0,945175658
3,1219,4.0,944917371
3,1220,5.0,944919330
3,1221,5.0,944917294
3,1222,5.0,944918407
3,1225,3.0,944917494
3,1228,3.0,944917396
3,1230,5.0,944917348
3,1240,5.0,944919330
3,1242,5.0,944918378
3,1247,5.0,944917494
3,1257,5.0,944919310
3,1258,5.0,944918103
3,1259,5.0,944918292
3,1261,5.0,944918444
3,1266,5.0,944918631
3,1270,5.0,944919671
3,1272,4.0,944918124
3,1276,5.0,944917691
3,1278,5.0,944917980
3,1288,2.0,944917420
3,1304,5.0,944918215
3,1307,4.0,944918103
3,1321,5.0,944918821
3,1330,3.0,944919083
3,1333,4.0,944918718
3,1345,4.0,944918718
3,1356,5.0,945175870
3,1372,3.0,945175820
3,1373,4.0,945176072
3,1374,5.0,944919728
3,1375,5.0,945175939
3,1376,4.0,944919671
3,1396,3.0,945175702
3,1544,4.0,945176005
3,1584,4.0,945175784
3,1603,4.0,945175870
3,1653,4.0,945175730
3,1674,4.0,944918748
3,1676,5.0,945175784
3,1721,4.0,944897108
3,1762,4.0,945176072
3,1779,3.0,945175939
3,1810,3.0,944919366
3,1831,5.0,945176048
3,1876,4.0,945175963
3,1882,4.0,945176072
3,1909,5.0,945175896
3,1917,4.0,945175963
3,1921,4.0,945175702
3,2009,5.0,945175730
3,2011,3.0,944897108
3,2012,3.0,945176021
3,2018,4.0,944918590
3,2028,4.0,944918378
3,2034,4.0,945176099
3,2046,5.0,945175870
3,2053,3.0,945176099
3,2054,4.0,945175939
3,2076,5.0,944918683
3,2093,5.0,944919671
3,2105,4.0,944919728
3,2117,5.0,944918444
3,2118,5.0,944897108
3,2140,4.0,945175784
3,2150,5.0,944919001
3,2236,4.0,944918292
3,2288,5.0,944919671
3,2311,4.0,944919729
3,2329,4.0,944918748
3,2366,4.0,944918310
3,2371,4.0,944918915
3,2391,5.0,944918215
3,2407,4.0,945175896
3,2428,4.0,945175870
3,2448,5.0,944897783
3,2455,4.0,944919729
3,2505,4.0,944897783
3,2528,4.0,945175784
3,2529,5.0,945175680
3,2530,4.0,945175939
3,2531,3.0,945175820
3,2532,4.0,945175963
3,2533,3.0,945175702
3,2541,1.0,944897441
3,2551,4.0,944918610
3,2567,3.0,944897654
3,2571,5.0,945175658
3,2574,3.0,944897877
3,2613,4.0,945175820
3,2615,4.0,945176005
3,2628,5.0,945175939
3,2640,4.0,945175730
3,2642,3.0,945176099
3,2643,1.0,945176099
3,2657,3.0,945175730
3,2662,3.0,945175658
3,2668,4.0,945176048
3,2676,1.0,944897405
3,2694,4.0,944897855
3,2699,3.0,945175870
3,2710,5.0,944897405
3,2722,4.0,944897654
3,2750,4.0,944918444
3,2788,5.0,944918516
3,2791,5.0,944917666
3,2797,4.0,944918980
3,2808,4.0,945176072
3,2857,3.0,944897405
3,2872,5.0,944919898
3,2900,3.0,945175820
3,2901,3.0,945175784
3,2916,4.0,945175730
3,2918,5.0,944918500
3,2947,4.0,944919407
3,2948,4.0,944918864
3,2949,4.0,944918980
3,2968,5.0,944919672
3,2985,5.0,944919729
3,2986,2.0,945176048
3,3033,5.0,944919729
3,3039,5.0,944919189
3,3070,4.0,944919729
3,3072,4.0,944918567
3,3098,4.0,944918468
3,3142,4.0,944917348
3,5060,5.0,944917450
4,6,3.0,840879227
4,10,4.0,840878922
4,19,3.0,840878994
4,32,1.0,840879061
4,165,3.0,840878852
4,329,3.0,840878898
4,350,4.0,840879087
4,356,4.0,840878922
4,367,3.0,840878994
4,368,4.0,840879198
4,370,4.0,840879243
4,377,4.0,840878994
4,380,3.0,840878825
4,420,3.0,840879019
4,431,4.0,840879357
4,440,3.0,840879087
4,454,5.0,840878944
4,480,4.0,840878944
4,489,4.0,840879575
4,519,3.0,840879523
4,520,4.0,840879282
4,531,3.0,840879457
4,548,3.0,840879654
4,586,4.0,840879038
4,589,4.0,840878962
4,594,4.0,840879265
4,596,4.0,840879424
4,733,5.0,840879322
5,2,3.0,851527569
5,11,5.0,851527751
5,17,3.0,851526935
5,60,3.0,851617589
5,62,5.0,851526935
5,104,2.0,851526992
5,110,4.0,851527569
5,140,2.0,851527012
5,141,5.0,851526935
5,150,5.0,851527514
5,224,2.0,851527650
5,235,3.0,851527723
5,260,5.0,851527608
5,282,4.0,851527569
5,316,4.0,851617633
5,318,5.0,851527608
5,350,4.0,851527688
5,364,5.0,851527569
5,367,3.0,851527650
5,368,5.0,851527650
5,370,4.0,851527608
5,376,4.0,851617474
5,377,5.0,851527723
5,380,5.0,851527515
5,440,5.0,851527569
5,454,5.0,851527723
5,457,5.0,851527515
5,475,4.0,851527650
5,480,4.0,851527515
5,491,4.0,851527607
5,500,5.0,851527569
5,508,5.0,851527688
5,515,3.0,851527751
5,529,4.0,851527650
5,531,5.0,851527751
5,587,4.0,851527608
5,588,5.0,851527688
5,589,5.0,851527569
5,590,5.0,851527514
5,593,3.0,851527515
5,594,5.0,851617589
5,595,5.0,851527515
5,608,3.0,851526961
5,631,3.0,851527056
5,648,3.0,851526935
5,671,5.0,851527056
5,708,3.0,851526991
5,720,5.0,851527650
5,736,5.0,851526935
5,780,5.0,851526935
5,788,3.0,851526992
5,832,5.0,851527074
5,1028,5.0,851617633
5,1035,5.0,851617589
5,1036,5.0,851527607
5,1042,4.0,851527152
5,1073,2.0,851526991
5,1079,5.0,851617553
5,1080,5.0,851617674
5,1097,5.0,851527723
5,1136,5.0,851617728
5,1196,5.0,851617674
5,1198,5.0,851617674
5,1210,5.0,851617674
5,1291,5.0,851617728
5,1393,5.0,851527231
6,1,5.0,858275452
6,3,3.0,858275558
6,7,5.0,858275558
6,17,5.0,858275452
6,52,5.0,858275658
6,62,5.0,858275452
6,135,3.0,858275783
6,140,4.0,858275917
6,141,5.0,858275452
6,260,4.0,858275658
6,494,4.0,858275558
